added a debug option to show the full path of the current directory .,properly quote tokens when it needs to be quoted .
Fix deprecation warnings in javadoc comments,Polish
Add OS / architecture classifier to distributions ( ),Build : Group archive and package distribution projects ( )
Create CODE_OF_CONDUCT . md,Create CODE_OF_CONDUCT . md
Columns filter fix ( search by numbers and strings ),Filter selector + disctionary values reading
Re - format the unreleased section of RELEASENOTES . md,Remove duplicate release notes
Exclude null requestURI in MHSR . getRequestURL ( ),Ensure method & requestURI are non - null in MHSR
added graph builder plugin for StableOptionValue . getValue ( ),GraphBuilderPlugins for GraalDirectives .
[ GR - 2011 ] Update wrapper nodes and add a debugger test of unwind of frames .,[ GR - 2011 ] Update wrapper nodes and add a debugger test of unwind of frames .
Allow compilation with the java 10 javac,Add requireWindowFocus to InternetExplorerDriver
Testclusters : conver remaining x - pack ( ),QL : constant_keyword support ( )
Move changelog into its own file,Move changelog into a separate file
Suppress symlink to to graalvm distr on Windows,Re - add suite - dependent bootstrap suppression
[ GR - 21956 ] Truffle : introduce the ShowInternalStackFrames option to include internal sources in stack traces .,truffle : introduce the ShowInternalStackFrames option
Remove commentary on Neo4j ' s licence,Polish doc formatting
Deprecate usage of the signaling key .,Prompt user to rate app
Upgrade to Spring Integration 5 . 1 . 12,Upgrade to Spring Integration 5 . 1 . 13
Merge pull request from happygiraffe / master,Strip whitespace on maven installation .
JosephGentle : Fixed an xpath bug which in turn broke findElement : byName : .,JasonLeyba : Several iphone updates :
Also use value comparison for maps .,Fix value assertions cannot assume writ ability ; Reduce recursion depth to one to speed up assertions .
Merge .,Fix some clone methods
implemented .,[ SECURITY - 16 ]
Proguard nested classes in KotlinExtensions,Proguard nested classes in KotlinExtensions
[ GR - 13125 ] Restore ( limited ) lazy loading in verifier .,Adds another shortcut to verifier class loading .
[ DOCS ] Document missing bulk API response parameters ( ),Deleting old RST docs . . . we ' ll use Javadoc instead .
[ FIXED JENKINS - 20606 ] Wrong spelling in Russian localization,Merge pull request from petermarcoen / JENKINS - 20606
SPDY : allow subclassing of SpdyFrameCodec,Fix compiler warning
KAFKA - 10056 ; Ensure consumer metadata contains new topics on subscription change ( ),KAFKA - 9181 ; Maintain clean separation between local and group subscriptions in consumer ' s SubscriptionState ( )
[ REST - TEST ] Remove check for snapshot .,"Explain returns a 1 , not 1 . 0"
Improvement - Tomcat Session key encoding changed to String,fixed missing colon problem in user defined key prefix .
Add download stats .,Remove all deprecated APIs .
move DebugCore to org . jkiss . dbeaver . debug . core,move DebugUi to org . jkiss . dbeaver . debug . ui
Updates backwards compatibility 5 . 0 tests to pull,Fixes 5 . 3 . 0 - SNAPSHOT typo
Merge pull request from nanamikon / develop,issue update health in none health check mode through api
minor documentation improvements ( ),Improved transport sniffing docs
Don ' t serialize nulls in JsonElementWriter if setSerializeNulls ( false ),Implement JsonElementWriter . close ( )
restore subjects package object for scaladoc,Removed spurious package
counted loop overflow deopts : refactorings and add docu .,"counted loops : add speculation to overflow deopt , disabling counted loop detection if it happened before"
ci : fix TraceRA builder,Merge pull request in G / graal - core from ~ JOSEF . E . EISL_ORACLE . COM / graal - core : ci - fix - tracera to master
fixed queue synchronization problem,fixed queue synchronization problem
Refactor Classes for Globals,Parse Linkage Type of Global Variables
Maybe this test is flaky because it doesn ' t wait for,UDPBroadcastThreadTest was often failing on ci . jenkins - ci . org ; making more lenient .
make gem standalone build work on Windows,Fixing the iedoc . xml extraction logic . Avoid anoying warnings in dust gem .
Merge pull request from Netflix / docs,"javadoc changes : add nest ( ) diagram , make some 0 . 17 - related corrections , fix typos , make formatting consistent & 112 - column"
Add Mongo auto configuration,Add auto configuration support for Spring Data Solr
fix and adjust ' set ' grammar ( ),Unify AST rule name ( )
Improve loadLibrary support on JDK 15,[ GR - 27700 ] More JDK 15 support .
Update header compilation to handle implicit attribute suffixes,Remove JavaCompileActionBuilder # build ' s dependency on RuleContext
normalize url for prefix path ( ),fix the issue that an immediate login after logout will be redirected to signin page ( )
Make ShowIncludesFilter ignore execroot differences,Also filter stderr when parse_showincludes feature is enabled
"remove flush check IW # commit always adds a commit point now even if nothing has changed ie . docs are added , updated or deleted .","move refreshing version table to be done right after the commit within the respective lock , for full flush ( rarely used ) its needed . . ."
[ JAVA - 1669 ] Added missing byte - buddy dependency,Merge pull request from dupirefr / team / JAVA - 1669 - missing_dependency
Do not call static methods via instances,Remove usage of forbiddenHttpRequestResponder ( )
Refined javadoc,Polishing
Add Predicates . assignableFrom .,"Predicates . subtypeOf , a correctly - named duplicate of Predicates . assignableFrom . Deprecate the latter . Add javadoc ."
Wrap ResponseException in AssertionError in ILM / CCR tests ( ),Unmute and increase logging on flaky SLM tests ( )
fix compilation issue because of new method in Alert,getText ( ) on a closed alert should throw an exception ( Ruby binding should be changed too )
Merge pull request from ywelsch / fix / objectparser - for - allocationid,TermsLookup uses ObjectParser for x - content parsing ( )
"Remove a superfluous "" return null "" from JvmConfigurationLoader .",Fix an instance of [ ]
Add integration tests for the Objective - C example in Bazel .,Do not build Xcode tooling on Linux
"Delete the TODO to "" try creating an abstract superclass that NetworkBuilder and GraphBuilder could derive from . """,Release @ Immutable annotations in common . graph .
[ test / plugin ] spring async scenario optimize ( ),Check bootstrapServers type before casting for kafka - clients > = 2 . 1 ( )
Polish server request & response implementations,Add base classes for ServerHttpRequest / Response impls
Add reference counting for UndertowDataBuffer,Add reference counting for UndertowDataBuffer
Automatic code cleanup .,Simplify exception handling in spawn strategies
Remove ArtifactFileMetadata and replace it with FileArtifactValue .,Replace FileValue with ArtifactFileMetadata for tracking metadata during execution . FileValue unnecessarily keeps a reference to a Path ( via RootedPath ) which is not needed for execution .
Carry through @ Nullable annotations from Target interface .,Remove some usages of deprecated ViewTarget .
Merge pull request from s1monw / request_header_setting,Remove ParseFieldMatcher usages from IndexSettings
KAFKA - 9586 : Fix errored json filename in ops documentation,[ hotfix ] [ cli ] Update the help message of the Generic CLI
[ ML ] Catch exceptions in AutoDetectResultProcessor # process and continue ( elastic / x - pack - elasticsearch ),[ ML ] Wait for model snapshot update when closing the results processor ( elastic / x - pack - elasticsearch )
PiperOrigin - RevId : 218886300,Migrate MockProtoSupport from js_library to js_lib .
Merge pull request from chschtsch / master,Merge remote - tracking branch ' origin / master '
CSS renderer,"Nested SQL editor "" Save to file "" fix"
Propagate gapless audio delay & padding .,Simplify output format propagation
Speed Optimizations :,Add a lightweight resource merge action .
Fixing non - deterministic unit test,Merge pull request from benjchristensen / increase - timeout - for - unit - tests
Inline ReplicationOperation # execute,Add trace logging when aquiring and releasing operation locks for replication requests
Merge pull request from jkschneider,"Polish "" Update validation of Micrometer configuration """
SmtpRequestEncoderTest ByteBuf leak ( ),Add test to verify that its possible to add another ChannelInitializer in the initChannel ( . . . ) method .
Add a new action for generating reconciled R classes for Robolectric .,[ RPBB ] Add - - rTxtOut option to AndroidCompiledResourceMergingAction
Plug a bunch of unit testing holes in common . net .,Applied package sanity tests to common / base
[ TabLayout ] Re - introducing TabLayout indicator animator fix from cl / 283626239,[ Tabs ] Remove unnecessary animator cancellation in SlidingTabIndicator ' s onLayout method .
Convert UUID supported into a Capability enum .,Optimistically fetch profiles .
Added Germany to the list of Google Product Search locales .,"Japanese language strings better as "" values - ja "" , and other small translator tweaks"
Add MultiValueMap . addIfAbsent method,LinkedCaseInsensitiveMap provides reliable getOrDefault implementation
Merge pull request from KomachiSion / dev,"Fix , map rewrite index name to logic index name"
[ FLINK - 20455 ] [ oss ] [ legal ] Move license to META - INF directory,[ FLINK - 10529 ] [ build ] Add flink - s3 - fs - base to travis stage file .
removed eclipse warnings . updated maven plugins to the latest versions,Added PostConstruct Factory sample in Extras .
Merge pull request from hannanabdul55 / master,Updated the API doc .
Merge remote - tracking branch ' upstream / master ',"Source code for the article "" An Intro to Spring with Akka "" ( )"
sulong : resolveRenamedSymbols should print ExternalLibrary on failure,sulong : improve error message in resolveRenamedSymbols
[ GR - 26548 ] Add IntrinsicGraphBuilder support for multiple WithExceptionNodes .,Handle inlining during parsing more like inlining after parsing
Remove duplicated code,Remove empty else block
Ensure @ ActiveProfiles replaces existing profiles,Do not reset server . port if a custom inline property is set
Adapt CHANGELOG to reflect new signature of CallTarget # call .,Adapt CHANGELOG to reflect new signature of CallTarget # call .
Removed printlns,Added back calls to threadPool . markThreadExecution ( ) and . markThreadCompletion ( ) in AbstractCommand
fix typo in method ' s signature,[ FIXED JENKINS - 28093 ] Reverting getDownloadableId from . Not compatible .
Edits to text in Index API doc ( ),Edits to text in Update API doc ( )
fixed recovery for successively failing tasks,changed restarts to predecessors without checkpoints . changed
Add @ Nullable annotations to PackageFunction # progressReceiver .,Get rid of unused field .
SQ : parameters redesign,SQL query model fix
Site : Use kramdown for processing markdown,Site : Use ` kramdown ` for processing markdown
[ GR - 22084 ] Update to latest Emscripten conventions .,Update to latest emscripten conventions
Code formatted and imports organized .,Refactor BitmapFontCache color markup
Merge pull request from kotcrab / gdx - setup,Third party extensions to be read from XML file ( gdx - setup )
More small static analysis stuff,Remove some old unuseful Android logs
terms filter uses less memory when cached,"Query DSL : term / terms filter performance improvement ( bulk reading ) , closes ."
Make ` spring . session . store - type ` mandatory,Remove Spring Session Mongo support
Bump to 5 . 6 . 1,[ hotfix ] Update RocksDB version to 5 . 7 . 5
updated changelog for release,updated changelog for release
[ GR - 13311 ] TruffleFile doesn ' t work in the root directory .,Enable build and sanity unittest run on Solaris
Get nodeFactory from the parser runtime .,Sulong : Cleanup copyArgumentsToFrame ( )
mute - button implementation in main player,Implemented share button in MainVideoPlayer
Multi - value headers in ResponseStatusException,ResponseStatusException associated headers
[ GR - 21720 ] Lookup current call target after making a split decision .,Added test to ensure split is called after splitting .
Support for @ Order at the bean declaration level,Refactored support for @ Order on @ Bean methods as well as @ Priority handling
make call to Thread . getStackTrace substitutable,allow Graph . debug to be reset with some sanity checks
Fix NPE when importing markdown files,Fix option list bug
Remove usage of - - android_aapt flag . AAPT2 is now the only option .,"Rename bazel_ { experimental_ , } ui_test . sh"
Allow use of WebFilters in RouterFunction,Remove DispatcherHandler static factory methods
add stopIndex,add stopIndex
Add a flag to use minimim_master_nodes on the integ test cluster ( ),"In the rolling upgrades tests , we do not want to stop nodes"
Painless Spec Documentation Clean Up ( ),Painless : Docs Clean Up ( )
Add test showing that nested set deduplicates singletons .,Create a NestedSet method isReady to determine whether the NestedSet requires blocking .
getOrchestrationFacade ( ) . init ( OrchestrationType . MASTER_SLAVE ) ;,getOrchestrationFacade ( ) . init ( OrchestrationType . SHARDING ) ;
"[ GR - 9633 ] Runtime support for AtomicReferenceFieldUpdater , AtomicIntegerFieldUpdater and AtomicLongFieldUpdater .","Runtime support for AtomicReferenceFieldUpdater , AtomicIntegerFieldUpdater and AtomicLongFieldUpdater ."
Only interactive languages are supposed to handle interactive sources interactively .,Merge pull request in G / truffle from ~ MARTIN . ENTLICHER_ORACLE . COM / truffle : SourceInteractiveEval to master
for : update jdbc example,Add postgresql sample for sharding - jdbc - example - jpa .
Move short circuit comment in Downsampler closer to the check it references .,Handle invalid sizes in Downsampler .
release 2 . 1M1,inced version
Handle ' LLVMGlobal . Managed ' in read / write nodes .,Introduce wrapper for managed assignment to global .
Internal : Make CompressedXContent . equals fast again .,Merge pull request from jpountz / fix / CompressedXConten_fast
[ fixed ] license headers in lwjgl backend,[ fixed ] license headers for jogl backend
Upgrade to JBoss Transaction SPI 7 . 3 . 4 . Final,Upgrade to JBoss Transaction SPI 7 . 3 . 2 . Final
fix as . bat set JAVACMD error ( ),Windows : makes elasticsearch . bat more friendly to automated processes
[ FLINK - 3272 ] [ Gelly ] Generic value in Connected Components,"[ FLINK - 2141 ] [ gelly ] Allow GSA ' s Gather to perform this operation in IN , OUT or ALL directions"
updated changelog as a part of the release,updated changelog as a part of the release
Put send viewed receipts behind a feature flag .,Inline max envelope size feature flag .
Fix typo,Merge pull request from hackerwins : fix - typo
Noting that there is a > 99 % certainty that these case use getInstance ( ),Null safety .
2 . x : Fix exceptions in javaDoc ( ),Remove some javadoc errors ; make others more pronounced ; - ) ( )
Inline TaskManager # register,createTask can return null
Polishing,Ignore ' value ' attribute in AnnotationTypeMapping
Cancelling a peer recovery on the source can leak a primary permit ( ),Make recovery source partially non - blocking ( )
Workaround to support wide color gamut decoding on Android 8 +,Make the simple bitmap releaser its own class
Fix line length issue in PUBLICATIONS . md,Add LLVM Cauldron presentation to publications list
make more readable,[ TEST ] add docs check to ScrollIdSigningTests
Added code comments for Multiton .,Improvements for Multiton JavaDoc
[ ci ] Combine ' if ' statement per pmd / sonar,error resultMap Location
Merge remote - tracking branch ' refs / remotes / eugenp / master ',BAEL - 393 : renamed guice - intro directory to guice ( )
Translated using Weblate ( Russian ),Translated using Weblate ( Russian )
"Add functionality to make certain SkyValues unshareable , meaning they are not serialized . Tag TestCompletionValue and any ActionExecutionValue coming from a NotifyOnActionCacheHit ( i . e . , tests ) like that . To make such values really not shared , request the ActionExecutionValue from TestCompletionFunction as opposed to the ArtifactValue ( propagating the unshareable bit up seemed like too much fuss , and I have a dream of getting rid of ArtifactValue anyway ) .",Introduce PackageErrorMessageValue
Remove duplicate resources from classpath,Fix static resource handling when run in IDE or using Maven or Gradle
[ GR - 10508 ] Add Python downstream test .,Add Python downstream test .
fixed . User info needs to be reloaded .,Invalidate UserDetailsCache on user rekey and reload
loader can be null ( e . g . when TruffleLocator is loaded by boot classloader ),Merge pull request in G / truffle from ~ TOMAS . HURKA_ORACLE . COM / truffle : TruffleLocator_fix to master
Don ' t pollute FastThreadLocal for Threads with WeakHashMap if maxDelayedQueues = = 0 ( ),Call FastThreadLocal . removeAll ( ) before notify termination future of … ( )
Make cache in HotSpotConstantPool . lookupType thread safe .,only put type in HotSpotConstantPool cache if it ' s resolved
"DanielWagnerHall : Retry starting the android emulator when it doesn ' t work , and clean up after ourselves when it doesn ' t",SimonStewart : Making the android build survive the case where the source directory has spaces in the full path
Fix broken resolution of STL sources through @ bazel_tools .,Make STL work even when not in the main repository .
Added NIO Selector project under core - java ( ),asyncronous channel apis ( )
[ GR - 12964 ] JDK9 + String # indexof ( String ) intrinsics .,add String # indexof ( String ) intrinsics for JDK9 +
[ HUDSON - 4941 ] Log which file had an XML parse error to assist in diagnosis & fix .,improved the error handling
switch to using use . equals ( ) instead of = = when comparing RegisterCaterory objects for equality,[ GR - 6969 ] Add avx512 support .
Style fix,"[ GR - 18752 ] Ensure we have implementations for Thread . { stop0 , suspend0 , resume0 } ."
"Peer recovery : Allow to throttle recovery based on "" size per sec "" , closes .",Recover small files ( < 1mb ) using a separate threadpool than large files .
MINOR : Avoid logging connector configuration in Connect framework ( ),KAFKA - 10426 : Deadlock in DistributedHerder during session key update . ( )
Optimize collapseFrom and trimAndCollapseFrom so that they,Guava issue 1049 : minor optimizations for CharMatcher
Guava issue 534 : static builders for COWAS / COWAL .,"Nuke 85 lines of code in Collections2 by adopting common . math . Which apparently fixed a size calculation bug that wasn ' t found due to a bad test that thought C ( 34 , 14 ) > MAX_VALUE . ( ? )"
Provide a starter for reactive Spring Data MongoDB,Merge pull request from mp911de : issue / 8051 - reactive - mongo
DaveHunt & Samit Badle : Fixing path to CSS in IDEs LogFrame .,Fixed slider appearance on Windows / Show default items on help menu
Switched version to 1 . 3 . 2,V1 . 3 . 3 release
Merge pull request from SaeedJinat / patch - 2,fix : fix link in README
[ TEST ] move assertions outside of listener in testAsyncRequests for clearer test failures,LLRC : Test for warnings behavior ( )
Remove unnecessary this .,Re - enable native rounding for Fresco Vito
Explicitly set java home in Maven Plugin integration tests,Merge pull request from dreis2211
Fix type error in code generation .,minor assembly tweaks
Increase timeout while checking for no snapshotted commit ( ),Increase timeout for assertSeqNos
some tweaks to redeploy and ignore comments and blank lines in vertx_classpath . txt,Merge pull request from englishtown / feature / vertx_classpath
Remove a wrong statement in the release guide ( ),Fix some wrong in release doc .
[ FLINK - 13029 ] [ table - planner ] Removed usages of ExpressionBridge in QueryOperation ' s factories,[ FLINK - 13028 ] [ table - api - java ] Remove planner expression from ExpressionResolver
Test that conditional misses update the cache .,Merge pull request from square / jwilson_0620_test_1712
Fix setOriginBasedPosition,Added setOriginBasedPosition to Sprite class ( )
Prevent AspectJ from loading aspects too early,Remove META - INF / INDEX . LIST when repackaging a jar file
[ hotfix ] Remove unused method in TaskExecutorProcessUtils,[ FLINK - 16437 ] [ runtime ] Remove numSlotsPerTaskManager from ActiveResourceManager and ContaineredTaskManagerParameters .
android_sdk_repository exports system - images files .,Correct typo in android_sdk_repository_template . txt which breaks a number of targets in the template .
"Revert "" un - mute Watcher rolling upgrade tests and bump up logging ( ) """,un - mute Watcher rolling upgrade tests and bump up logging ( )
Added cautionary note to match_phrase_prefix explaining its shortcomings,[ DOCS ] Reformat match phrase prefix query ( )
[ ] SslHandler . flush ( ) notifies futures prematurely .,Optimize AbstractChannel and related classes
Regenerate LocalTimeProtocol,Upgraded to Google Protobuf 2 . 3 . 0
Add parser config to CalciteContextFactory ( ),Refactor Calcite executor ( )
[ dubbo - 1920 ] remove commons - lang3 dependency ( ),[ Dubbo - 3069 ] Use regular expressions to judge fix ( )
", fix test case",", fix test case"
[ iphone ] Original iPhone project moved into dedicated subfolders iphone / Barcodes,Merge pull request from slawiko / slawiko - patch - 1
Updated to use vertx - codegen,[ pom ] Update cglib to 3 . 2 . 1
Command line parameters fix,- newInstance command line parameter
VirtualFile . toString : fix @ inheritDoc,VirtualFile . hashCode : fix @ inheritDoc
[ GR - 3529 ] SnippetTemplate dumping should be at DETAILED_LEVEL .,SnippetTemplate dumping should be at VERBOSE_LEVEL
GT - 3261 : Fixing possible IllegalArgumentException in sort comparator .,GT - 3261 : Improving sort
Always check that cgroup data is present ( ),Mock areCgroupStatsAvailable in OsProbeTests
Re - use local variable in replacement of unnecessary indirections,Fix non - DRM playback .
print results,improved printing test results
Run dead code elimination after framestate assignment,Move framestate assignement to the hir
Merge .,Update jvmci import : use new log_object interface
[ FLINK - 20444 ] [ runtime ] Chain YieldingOperatorFactory to new sources .,[ FLINK - 20492 ] [ runtime ] SourceOperator . dispose ( ) should close the source reader .
[ FLINK - 15504 ] Allow output to stdout / stderr during execution of PackagedProgram,[ FLINK - 15090 ] [ api ] Reverse the dependency from flink - streaming - java to flink - clients
add missing @ Nullable on the return types in / / libraries / fresco / animated - base / src / main / java / com / facebook / imagepipeline / image : image,Removed ExperimentalAnimationFactory that wrapped around old implementation
jdbc url parser : shardingDataSourceMetaData = > dataSourcePropertyManager,modify test case for toSQL .
Polish Hibernate support and tests,Clean up warnings in spring - orm
", for comment : add GetConnectionFinishEvent",", for comment : add GetConnectionStartEvent"
Merge pull request from ascrutae / fix / jetty - client - 9 . 0 - issue,[ Agent ] fix jetty client doesn ' t work in after version 9 . 1
Merge pull request from saravanan - kandaswamy / autovalue - fix,Fixed the Compilation issue for AutoValue module
"Merge \ "" Move FloatingActionButton shadow to use ValueAnimatorCompat \ "" into nyc - support - 24 . 1 - dev",Move to using ValueAnimator directly instead of compat versions .
[ maven - release - plugin ] prepare release parent - 3 . 13 . 0,[ maven - release - plugin ] prepare for next development iteration
[ GR - 16474 ] Add redirect collecting the sub - process output .,[ GR - 16474 ] Add redirect collecting the sub - process output .
Fix french analyzer elision token filter doc,Merge pull request from damienalexandre / french - doc
Update Maths / Armstrong . java,Merge pull request from manimanasamylavarapu / add - alogos - patch2 - kadane - algo
Add a BufferProcessor for resampling .,Merge pull request from google / dev - hls
fix bug : aggregation for null data,"use mergeResultSet . getValue ( columnIndex , int . class )"
Update to elasticsearch 1 . 3 . 0,Absorb ImmutableSettings into Settings
Added the API definition for deleting a warmer,Added the API definition for getting a warmer
Provide empty substitution for Java11 java . lang . Shudown . beforeHalt ( ),Implement JNI invocation API function DestroyJavaVM
Allow case insensitive enums in RelaxedDataBinder,Fix bind TypeConverter delegation with collections
Merge pull request from eugenp / BAEL - 1992 - v2,Merge pull request from eugenp / add - libraries - server
Added an API method to create a tree of JsonElement from an object .,Fixed Issue 141 by adding new APIs for writing out JSON string representation for JsonElements .
Remove boilerplate setting up FakeTimeline and FakeMediaSource .,Migrate ExoPlayerTest to Robolectric .
Refactor service topology build logic .,Merge pull request from peng - yongsheng / feature / ServiceQuery
Open source PostGCMemoryUseRecorder .,Log the timestamp at which the build ' s peak post - GC heap occurred .
Consistent and lenient HttpMethod resolution across all web modules,Class identity comparisons wherever possible ( and further polishing )
updated CHANGES,Update CHANGES
enforcer at top - level breaks builds . It apparently tries to resolve dependencies too eagerly,publish test jar to use it from core .
! . . . anyMatch ( ) - > noneMatch ( ),Revert behavior of making writable
[ FLINK - 13880 ] [ core ] Correct the behavior of JobExecutionResult # getAccumulatorResult to match Javadoc,[ FLINK - 1252 ] address pull request comments
Refactor theme . properties .,Fix errors caused by ThemeService
Merge pull request from at508 / master,BAEL2941 : Using JUnit SpringJUnit4ClassRunner with Parametrized
Fixing PR comments :,Fixing PR comments :
"Polish "" Fix condition source in OnBeanCondition """,Merge pull request from jcordoba95
Fix pending stream offset activation in video renderer .,Add missing AudioSink discontinuity for stream changes .
Show admin folders for non - DBA,CB - 561 Oracle metadata structure fix
"Optimize SslHandler ' s detection of supressable exceptions , so it will not break on different OS ' s or jdk impls . See","Optimize SslHandler ' s detection of supressable exceptions , so it will not break on different OS ' s or jdk impls . See"
Remove Material Theme Builder and redirect to the new material - components - android - examples location .,Add Material Theme Builder
Throw parsing error if regexp query contains multiple fields in its short version,Throw parsing error if wildcard query contains multiple fields in its short version
GWT Pixmap emulation improvements,Fixed problems with premultiplied alpha on GWT and added test to reveal problem in GWT Pixmap ( )
Merge remote - tracking branch ' origin / GT - 3347_dev747368_PR - 1241_agatti_convert_char_seq ',"GT - 3347 - code cleanup , code review"
DouniaBerrada : Changing TakeScreenshot on Android to take a screenshot of the full page rather than cropping .,DouniaBerrada : Adding null condition checks in AndroidWebDriver .
